id,x,y
3506,41233.3,13933.3
3507,41233.3,13966.7
3508,41233.3,14050
3509,41233.3,14116.7
3510,41233.3,14150
3511,41233.3,14183.3
3512,41233.3,14283.3
3513,41233.3,14300
3514,41233.3,14350
3515,41233.3,14500
3516,41233.3,14550
3517,41233.3,14700
3518,41233.3,14816.7
3519,41233.3,15000
3520,41233.3,15183.3
3521,41233.3,15783.3
3522,41233.3,16500
3523,41233.3,9183.33
3524,41233.3,9416.67
3525,41250,13116.7
3526,41250,13433.3
3527,41250,13616.7
3528,41250,13700
3529,41250,13750
3530,41250,13866.7
3531,41250,13966.7
3532,41250,14016.7
3533,41250,14033.3
3534,41250,14066.7
3535,41250,14333.3
3536,41250,14466.7
3537,41250,14600
3538,41250,14616.7
3539,41250,14766.7
3540,41250,14866.7
3541,41250,15166.7
3542,41250,15250
3543,41250,15333.3
3544,41250,15733.3
3545,41263.9,13583.3
3546,41266.7,13716.7
3547,41266.7,13766.7
3548,41266.7,13883.3
3549,41266.7,13900
3550,41266.7,13916.7
3551,41266.7,13950
3552,41266.7,14016.7
3553,41266.7,14050
3554,41266.7,14150
3555,41266.7,14183.3
3556,41266.7,14216.7
3557,41266.7,14300
3558,41266.7,14316.7
3559,41266.7,14633.3
3560,41266.7,14783.3
3561,41266.7,14916.7
3562,41266.7,15033.3
3563,41266.7,15900
3564,41283.3,13100
3565,41283.3,13200
3566,41283.3,13250
3567,41283.3,13533.3
3568,41283.3,13616.7
3569,41283.3,13633.3
3570,41283.3,13683.3
3571,41283.3,13733.3
3572,41283.3,13750
3573,41283.3,13816.7
3574,41283.3,13916.7
3575,41283.3,13933.3
3576,41283.3,13983.3
3577,41283.3,14083.3
3578,41283.3,14266.7
3579,41283.3,14300
3580,41283.3,14450
3581,41283.3,14483.3
3582,41283.3,14500
3583,41283.3,14533.3
3584,41283.3,14550
3585,41283.3,14683.3
3586,41283.3,14733.3
3587,41283.3,14816.7
3588,41283.3,15266.7
3589,41283.3,15400
3590,41283.3,15766.7
3591,41283.3,16416.7
3592,41300,13016.7
3593,41300,13166.7
3594,41300,13716.7
3595,41300,13800
3596,41300,13816.7
3597,41300,13850
3598,41300,13933.3
3599,41300,13983.3
3600,41300,14033.3
3601,41300,14083.3
3602,41300,14183.3
3603,41300,14250
3604,41300,14466.7
3605,41300,14883.3
3606,41300,14900
3607,41300,15083.3
3608,41300,15850
3609,41300,16066.7
3610,41316.7,13850
3611,41316.7,13916.7
3612,41316.7,14000
3613,41316.7,14033.3
3614,41316.7,14400
3615,41316.7,14416.7
3616,41316.7,14533.3
3617,41316.7,15150
3618,41316.7,15183.3
3619,41316.7,15400
3620,41316.7,15616.7
3621,41316.7,15700
3622,41316.7,16283.3
3623,41333.3,13100
3624,41333.3,13950
3625,41333.3,13983.3
3626,41333.3,14016.7
3627,41333.3,14033.3
3628,41333.3,14133.3
3629,41333.3,14166.7
3630,41333.3,14333.3
3631,41333.3,14400
3632,41333.3,14500
3633,41333.3,14666.7
3634,41333.3,15000
3635,41333.3,15200
3636,41350,13350
3637,41350,13416.7
3638,41350,13733.3
3639,41350,13750
3640,41350,13883.3
3641,41350,13950
3642,41350,14366.7
3643,41350,14383.3
3644,41350,14550
3645,41350,14800
3646,41350,14983.3
3647,41350,16083.3
3648,41366.7,12966.7
3649,41366.7,13750
3650,41366.7,13900
3651,41366.7,14066.7
3652,41366.7,14250
3653,41366.7,14366.7
3654,41366.7,14666.7
3655,41366.7,14833.3
3656,41366.7,15100
3657,41366.7,15300
3658,41366.7,15433.3
3659,41366.7,15683.3
3660,41366.7,16150
3661,41383.3,12950
3662,41383.3,13000
3663,41383.3,13033.3
3664,41383.3,13116.7
3665,41383.3,13683.3
3666,41383.3,13750
3667,41383.3,13816.7
3668,41383.3,13833.3
3669,41383.3,13900
3670,41383.3,13966.7
3671,41383.3,14000
3672,41383.3,14200
3673,41383.3,14233.3
3674,41383.3,14366.7
3675,41383.3,14700
3676,41383.3,14716.7
3677,41400,12916.7
3678,41400,13033.3
3679,41400,13466.7
3680,41400,13650
3681,41400,13766.7
3682,41400,13883.3
3683,41400,14116.7
3684,41400,14183.3
3685,41400,14616.7
3686,41400,14716.7
3687,41400,14800
3688,41400,14966.7
3689,41400,15016.7
3690,41400,15183.3
3691,41416.7,12833.3
3692,41416.7,12850
3693,41416.7,12900
3694,41416.7,13233.3
3695,41416.7,13633.3
3696,41416.7,14066.7
3697,41416.7,14716.7
3698,41416.7,14766.7
3699,41416.7,14883.3
3700,41416.7,15733.3
3701,41433.3,12966.7
3702,41433.3,13833.3
3703,41433.3,14016.7
3704,41433.3,14033.3
3705,41433.3,14200
3706,41433.3,14250
3707,41433.3,14533.3
3708,41433.3,14616.7
3709,41433.3,15116.7
3710,41433.3,15850
3711,41450,12616.7
3712,41450,12650
3713,41450,12750
3714,41450,13400
3715,41450,13566.7
3716,41450,13666.7
3717,41450,13833.3
3718,41450,13966.7
3719,41450,14166.7
3720,41450,14183.3
3721,41450,14516.7
3722,41450,14933.3
3723,41450,15566.7
3724,41450,15950
3725,41466.7,12866.7
3726,41466.7,13000
3727,41466.7,13183.3
3728,41466.7,13333.3
3729,41466.7,13483.3
3730,41466.7,13766.7
3731,41466.7,13783.3
3732,41466.7,13816.7
3733,41466.7,14016.7
3734,41466.7,14133.3
3735,41466.7,14233.3
3736,41466.7,14500
3737,41466.7,14633.3
3738,41466.7,14666.7
3739,41466.7,14716.7
3740,41466.7,15116.7
3741,41483.3,12583.3
3742,41483.3,12716.7
3743,41483.3,12783.3
3744,41483.3,12866.7
3745,41483.3,12983.3
3746,41483.3,13216.7
3747,41483.3,13566.7
3748,41483.3,13750
3749,41483.3,13883.3
3750,41483.3,13900
3751,41483.3,14000
3752,41483.3,14033.3
3753,41483.3,14333.3
3754,41483.3,14483.3
3755,41483.3,14583.3
3756,41483.3,14733.3
3757,41483.3,14833.3
3758,41500,12716.7
3759,41500,12766.7
3760,41500,12933.3
3761,41500,13050
3762,41500,13400
3763,41500,13516.7
3764,41500,13550
3765,41500,13700
3766,41500,13750
3767,41500,13816.7
3768,41500,14416.7
3769,41500,14450
3770,41500,14483.3
3771,41500,14800
3772,41500,14900
3773,41500,15050
3774,41500,15116.7
3775,41500,15333.3
3776,41516.7,12750
3777,41516.7,12850
3778,41516.7,13183.3
3779,41516.7,13250
3780,41516.7,13316.7
3781,41516.7,13766.7
3782,41516.7,13883.3
3783,41516.7,13966.7
3784,41516.7,14066.7
3785,41516.7,14166.7
3786,41516.7,14250
3787,41516.7,14283.3
3788,41516.7,14400
3789,41516.7,14516.7
3790,41516.7,14666.7
3791,41516.7,14733.3
3792,41516.7,15000
3793,41533.3,12733.3
3794,41533.3,12883.3
3795,41533.3,12966.7
3796,41533.3,13283.3
3797,41533.3,13650
3798,41533.3,13683.3
3799,41533.3,13700
3800,41533.3,13816.7
3801,41533.3,13866.7
3802,41533.3,14050
3803,41533.3,14066.7
3804,41533.3,14116.7
3805,41533.3,14483.3
3806,41533.3,14566.7
3807,41533.3,14666.7
3808,41533.3,15116.7
3809,41550,12633.3
3810,41550,12700
3811,41550,12800
3812,41550,12983.3
3813,41550,13033.3
3814,41550,13516.7
3815,41550,13600
3816,41550,13616.7
3817,41550,13666.7
3818,41550,13700
3819,41550,13783.3
3820,41550,13916.7
3821,41550,13950
3822,41550,13983.3
3823,41550,14050
3824,41550,14216.7
3825,41550,14316.7
3826,41550,14333.3
3827,41550,14350
3828,41550,14400
3829,41550,14550
3830,41550,14800
3831,41566.7,12500
3832,41566.7,12583.3
3833,41566.7,12933.3
3834,41566.7,13333.3
3835,41566.7,13416.7
3836,41566.7,13566.7
3837,41566.7,13850
3838,41566.7,13883.3
3839,41566.7,14050
3840,41566.7,14116.7
3841,41566.7,14166.7
3842,41566.7,14200
3843,41566.7,14283.3
3844,41566.7,14316.7
3845,41566.7,14350
3846,41566.7,14366.7
3847,41566.7,14466.7
3848,41566.7,14650
3849,41566.7,14750
3850,41566.7,14766.7
3851,41566.7,14966.7
3852,41583.3,12633.3
3853,41583.3,12716.7
3854,41583.3,12800
3855,41583.3,12816.7
3856,41583.3,12933.3
3857,41583.3,12966.7
3858,41583.3,13383.3
3859,41583.3,13566.7
3860,41583.3,13583.3
3861,41583.3,13616.7
3862,41583.3,13800
3863,41583.3,13866.7
3864,41583.3,13966.7
3865,41583.3,13983.3
3866,41583.3,14016.7
3867,41583.3,14050
3868,41583.3,14316.7
3869,41583.3,14533.3
3870,41583.3,14583.3
3871,41583.3,14733.3
3872,41583.3,14866.7
3873,41583.3,15116.7
3874,41600,12550
3875,41600,12650
3876,41600,13083.3
3877,41600,13250
3878,41600,13483.3
3879,41600,13550
3880,41600,13633.3
3881,41600,14100
3882,41600,14133.3
3883,41600,14233.3
3884,41600,14333.3
3885,41600,14450
3886,41600,14483.3
3887,41600,14566.7
3888,41600,14916.7
3889,41600,14983.3
3890,41600,15116.7
3891,41600,15316.7
3892,41600,15900
3893,41616.7,12500
3894,41616.7,12666.7
3895,41616.7,12766.7
3896,41616.7,12800
3897,41616.7,12833.3
3898,41616.7,13233.3
3899,41616.7,13416.7
3900,41616.7,13533.3
3901,41616.7,13550
3902,41616.7,13566.7
3903,41616.7,13716.7
3904,41616.7,13733.3
3905,41616.7,13800
3906,41616.7,13833.3
3907,41616.7,13866.7
3908,41616.7,13883.3
3909,41616.7,13916.7
3910,41616.7,14050
3911,41616.7,14083.3
3912,41616.7,14133.3
3913,41616.7,14200
3914,41616.7,14216.7
3915,41616.7,14283.3
3916,41616.7,14550
3917,41616.7,14600
3918,41616.7,14666.7
3919,41616.7,14716.7
3920,41616.7,14800
3921,41616.7,15100
3922,41633.3,12483.3
3923,41633.3,12683.3
3924,41633.3,12716.7
3925,41633.3,13200
3926,41633.3,13316.7
3927,41633.3,13400
3928,41633.3,13466.7
3929,41633.3,13516.7
3930,41633.3,13550
3931,41633.3,13666.7
3932,41633.3,13716.7
3933,41633.3,13850
3934,41633.3,13883.3
3935,41633.3,13916.7
3936,41633.3,14066.7
3937,41633.3,14116.7
3938,41633.3,14250
3939,41633.3,14333.3
3940,41633.3,14433.3
3941,41633.3,14483.3
3942,41633.3,14516.7
3943,41633.3,14766.7
3944,41633.3,14866.7
3945,41633.3,15083.3
3946,41633.3,15916.7
3947,41650,12533.3
3948,41650,12616.7
3949,41650,12716.7
3950,41650,12916.7
3951,41650,13033.3
3952,41650,13116.7
3953,41650,13516.7
3954,41650,13533.3
3955,41650,13600
3956,41650,13716.7
3957,41650,13800
3958,41650,13816.7
3959,41650,13866.7
3960,41650,13900
3961,41650,14066.7
3962,41650,14100
3963,41650,14116.7
3964,41650,14433.3
3965,41650,14666.7
3966,41666.7,12483.3
3967,41666.7,12500
3968,41666.7,12533.3
3969,41666.7,12700
3970,41666.7,13150
3971,41666.7,13450
3972,41666.7,13666.7
3973,41666.7,13816.7
3974,41666.7,13850
3975,41666.7,14033.3
3976,41666.7,14100
3977,41666.7,14116.7
3978,41666.7,14150
3979,41666.7,14200
3980,41666.7,14400
3981,41666.7,14450
3982,41666.7,14466.7
3983,41666.7,14550
3984,41666.7,14966.7
3985,41666.7,15583.3
3986,41683.3,12383.3
3987,41683.3,12450
3988,41683.3,12650
3989,41683.3,12783.3
3990,41683.3,12866.7
3991,41683.3,12916.7
3992,41683.3,13016.7
3993,41683.3,13316.7
3994,41683.3,13416.7
3995,41683.3,13450
3996,41683.3,13550
3997,41683.3,13566.7
3998,41683.3,13616.7
3999,41683.3,13666.7
4000,41683.3,13716.7
4001,41683.3,13750
4002,41683.3,14333.3
4003,41683.3,14383.3
4004,41683.3,14516.7
4005,41683.3,14616.7
4006,41683.3,14700
4007,41683.3,14800
4008,41683.3,14966.7
4009,41683.3,15283.3
4010,41683.3,15383.3
4011,41683.3,15866.7
4012,41683.3,15883.3
4013,41700,12466.7
4014,41700,12533.3
4015,41700,12583.3
4016,41700,12650
4017,41700,12683.3
4018,41700,13050
4019,41700,13250
4020,41700,13483.3
4021,41700,13700
4022,41700,13816.7
4023,41700,14133.3
4024,41700,14183.3
4025,41700,14233.3
4026,41700,14450
4027,41700,14600
4028,41700,14733.3
4029,41700,14933.3
4030,41700,14983.3
4031,41700,15650
4032,41700,15733.3
4033,41700,15950
4034,41700,16050
4035,41716.7,12616.7
4036,41716.7,12666.7
4037,41716.7,12716.7
4038,41716.7,12833.3
4039,41716.7,13350
4040,41716.7,13616.7
4041,41716.7,14066.7
4042,41716.7,14150
4043,41716.7,14283.3
4044,41716.7,14583.3
4045,41716.7,14783.3
4046,41716.7,14816.7
4047,41716.7,15633.3
4048,41733.3,12266.7
4049,41733.3,12316.7
4050,41733.3,12400
4051,41733.3,12450
4052,41733.3,12650
4053,41733.3,12716.7
4054,41733.3,12916.7
4055,41733.3,12983.3
4056,41733.3,13150
4057,41733.3,13283.3
4058,41733.3,13683.3
4059,41733.3,14033.3
4060,41733.3,14133.3
4061,41733.3,14233.3
4062,41733.3,14250
4063,41733.3,14300
4064,41733.3,14683.3
4065,41733.3,14850
4066,41733.3,14950
4067,41733.3,15250
4068,41750,12300
4069,41750,12433.3
4070,41750,12550
4071,41750,12650
4072,41750,12866.7
4073,41750,13633.3
4074,41750,13650
4075,41750,13983.3
4076,41750,14033.3
4077,41750,14383.3
4078,41750,14700
4079,41750,15000
4080,41766.7,12233.3
4081,41766.7,12266.7
4082,41766.7,12400
4083,41766.7,12616.7
4084,41766.7,12650
4085,41766.7,12700
4086,41766.7,12950
4087,41766.7,13333.3
4088,41766.7,13366.7
4089,41766.7,13616.7
4090,41766.7,13933.3
4091,41766.7,14250
4092,41766.7,14400
4093,41766.7,14500
4094,41766.7,14733.3
4095,41766.7,14916.7
4096,41783.3,12366.7
4097,41783.3,12533.3
4098,41783.3,12566.7
4099,41783.3,12666.7
4100,41783.3,12883.3
4101,41783.3,13166.7
4102,41783.3,13833.3
4103,41783.3,13933.3
4104,41783.3,14100
4105,41783.3,14183.3
4106,41783.3,14416.7
4107,41783.3,14550
4108,41783.3,14683.3
4109,41783.3,15450
4110,41783.3,16200
4111,41800,12516.7
4112,41800,12600
4113,41800,12683.3
4114,41800,12733.3
4115,41800,12750
4116,41800,12800
4117,41800,13050
4118,41800,13216.7
4119,41800,13316.7
4120,41800,13566.7
4121,41800,13783.3
4122,41800,14366.7
4123,41800,14416.7
4124,41800,14800
4125,41800,14900
4126,41800,15150
4127,41816.7,12350
4128,41816.7,12483.3
4129,41816.7,12716.7
4130,41816.7,12800
4131,41816.7,12933.3
4132,41816.7,13133.3
4133,41816.7,13533.3
4134,41816.7,13566.7
4135,41816.7,14116.7
4136,41816.7,14483.3
4137,41816.7,14516.7
4138,41816.7,15016.7
4139,41816.7,15366.7
4140,41816.7,15783.3
4141,41833.3,12416.7
4142,41833.3,12566.7
4143,41833.3,12750
4144,41833.3,12833.3
4145,41833.3,12883.3
4146,41833.3,12966.7
4147,41833.3,13333.3
4148,41833.3,13466.7
4149,41833.3,13516.7
4150,41833.3,14266.7
4151,41833.3,14600
4152,41833.3,14716.7
4153,41833.3,15566.7
4154,41850,12200
4155,41850,12266.7
4156,41850,12316.7
4157,41850,12383.3
4158,41850,12566.7
4159,41850,12616.7
4160,41850,12650
4161,41850,12883.3
4162,41850,12950
4163,41850,13083.3
4164,41850,13183.3
4165,41850,13500
4166,41850,13516.7
4167,41850,13533.3
4168,41850,14083.3
4169,41850,14116.7
4170,41850,14166.7
4171,41850,14200
4172,41850,14233.3
4173,41850,14533.3
4174,41850,14566.7
4175,41850,15166.7
4176,41850,15266.7
4177,41850,15850
4178,41866.7,12483.3
4179,41866.7,12816.7
4180,41866.7,12950
4181,41866.7,13033.3
4182,41866.7,13066.7
4183,41866.7,13250
4184,41866.7,13616.7
4185,41866.7,13933.3
4186,41866.7,14200
4187,41866.7,14450
4188,41866.7,14550
4189,41866.7,14583.3
4190,41866.7,14633.3
4191,41866.7,14750
4192,41866.7,15016.7
4193,41866.7,15350
4194,41866.7,16166.7
4195,41883.3,12216.7
4196,41883.3,12333.3
4197,41883.3,12366.7
4198,41883.3,12466.7
4199,41883.3,12483.3
4200,41883.3,12566.7
4201,41883.3,12700
4202,41883.3,12883.3
4203,41883.3,12983.3
4204,41883.3,13016.7
4205,41883.3,13100
4206,41883.3,13166.7
4207,41883.3,13316.7
4208,41883.3,13466.7
4209,41883.3,13583.3
4210,41883.3,14066.7
4211,41883.3,14250
4212,41883.3,14300
4213,41883.3,14650
4214,41883.3,14700
4215,41883.3,14783.3
4216,41883.3,16166.7
4217,41900,12283.3
4218,41900,12316.7
4219,41900,12466.7
4220,41900,12483.3
4221,41900,12583.3
4222,41900,12766.7
4223,41900,12883.3
4224,41900,12950
4225,41900,13416.7
4226,41900,13733.3
4227,41900,13883.3
4228,41900,14200
4229,41900,14350
4230,41900,14483.3
4231,41900,14833.3
4232,41900,15900
4233,41900,15950
4234,41916.7,12500
4235,41916.7,12583.3
4236,41916.7,12733.3
4237,41916.7,12766.7
4238,41916.7,12783.3
4239,41916.7,12866.7
4240,41916.7,12933.3
4241,41916.7,13100
4242,41916.7,13233.3
4243,41916.7,13750
4244,41916.7,14233.3
4245,41916.7,14283.3
4246,41916.7,14300
4247,41916.7,14350
4248,41916.7,14366.7
4249,41916.7,14450
4250,41916.7,14516.7
4251,41916.7,14633.3
4252,41916.7,14766.7
4253,41916.7,14916.7
4254,41916.7,15000
4255,41916.7,15883.3
4256,41933.3,12083.3
4257,41933.3,12100
4258,41933.3,12183.3
4259,41933.3,12216.7
4260,41933.3,12433.3
4261,41933.3,12466.7
4262,41933.3,12533.3
4263,41933.3,12616.7
4264,41933.3,12983.3
4265,41933.3,13400
4266,41933.3,13683.3
4267,41933.3,13833.3
4268,41933.3,13866.7
4269,41933.3,13983.3
4270,41933.3,14316.7
4271,41933.3,14633.3
4272,41933.3,15633.3
4273,41950,12566.7
4274,41950,12716.7
4275,41950,12766.7
4276,41950,12933.3
4277,41950,13383.3
4278,41950,13533.3
4279,41950,13633.3
4280,41950,13700
4281,41950,14300
4282,41950,14350
4283,41950,14383.3
4284,41950,14433.3
4285,41950,14716.7
4286,41950,14783.3
4287,41950,15033.3
4288,41950,16016.7
4289,41966.7,12083.3
4290,41966.7,12250
4291,41966.7,12316.7
4292,41966.7,12400
4293,41966.7,12583.3
4294,41966.7,12800
4295,41966.7,12866.7
4296,41966.7,13466.7
4297,41966.7,13733.3
4298,41966.7,13966.7
4299,41966.7,14250
4300,41966.7,14333.3
4301,41966.7,14366.7
4302,41966.7,14666.7
4303,41966.7,14950
4304,41983.3,12150
4305,41983.3,12350
4306,41983.3,12400
4307,41983.3,12550
4308,41983.3,12566.7
4309,41983.3,12616.7
4310,41983.3,12933.3
4311,41983.3,13033.3
4312,41983.3,13066.7
4313,41983.3,13333.3
4314,41983.3,13800
4315,41983.3,14133.3
4316,41983.3,14333.3
4317,41983.3,14383.3
4318,41983.3,14566.7
4319,42000,12100
4320,42000,12383.3
4321,42000,12483.3
4322,42000,12716.7
4323,42000,12950
4324,42000,13016.7
4325,42000,13116.7
4326,42000,13283.3
4327,42000,13316.7
4328,42000,13616.7
4329,42000,13700
4330,42000,13733.3
4331,42000,13783.3
4332,42000,13900
4333,42000,14000
4334,42000,14133.3
4335,42000,14200
4336,42000,14233.3
4337,42000,14316.7
4338,42000,14483.3
4339,42000,14500
4340,42000,14600
4341,42000,14666.7
4342,42000,15000
4343,42016.7,12216.7
4344,42016.7,12383.3
4345,42016.7,12516.7
4346,42016.7,12733.3
4347,42016.7,12750
4348,42016.7,12800
4349,42016.7,12833.3
4350,42016.7,12900
4351,42016.7,12983.3
4352,42016.7,13000
4353,42016.7,13066.7
4354,42016.7,13100
4355,42016.7,13283.3
4356,42016.7,13300
4357,42016.7,13350
4358,42016.7,13383.3
4359,42016.7,13716.7
4360,42016.7,13766.7
4361,42016.7,14050
4362,42016.7,14166.7
4363,42016.7,14250
4364,42016.7,14550
4365,42016.7,14850
4366,42033.3,11850
4367,42033.3,11950
4368,42033.3,12316.7
4369,42033.3,12366.7
4370,42033.3,12566.7
4371,42033.3,12633.3
4372,42033.3,12716.7
4373,42033.3,12916.7
4374,42033.3,13016.7
4375,42033.3,13033.3
4376,42033.3,13233.3
4377,42033.3,13416.7
4378,42033.3,13650
4379,42033.3,14183.3
4380,42033.3,14366.7
4381,42033.3,14400
4382,42050,12050
4383,42050,12116.7
4384,42050,12250
4385,42050,12283.3
4386,42050,12366.7
4387,42050,12516.7
4388,42050,12616.7
4389,42050,12700
4390,42050,12900
4391,42050,12966.7
4392,42050,13000
4393,42050,13083.3
4394,42050,13333.3
4395,42050,13366.7
4396,42050,13450
4397,42050,13466.7
4398,42050,13583.3
4399,42050,13633.3
4400,42050,13816.7
4401,42050,13833.3
4402,42050,13916.7
4403,42050,13983.3
4404,42050,14266.7
4405,42050,14300
4406,42050,14350
4407,42050,14500
4408,42050,14566.7
4409,42050,14733.3
4410,42058.3,11825
4411,42066.7,11816.7
4412,42066.7,12400
4413,42066.7,12766.7
4414,42066.7,12900
4415,42066.7,13083.3
4416,42066.7,13233.3
4417,42066.7,13300
4418,42066.7,13400
4419,42066.7,13583.3
4420,42066.7,13766.7
4421,42066.7,14216.7
4422,42066.7,14316.7
4423,42066.7,14450
4424,42066.7,14666.7
4425,42083.3,11800
4426,42083.3,12250
4427,42083.3,12266.7
4428,42083.3,12350
4429,42083.3,12400
4430,42083.3,12533.3
4431,42083.3,12550
4432,42083.3,12700
4433,42083.3,12766.7
4434,42083.3,13000
4435,42083.3,13100
4436,42083.3,13183.3
4437,42083.3,13200
4438,42083.3,13216.7
4439,42083.3,13250
4440,42083.3,13266.7
4441,42083.3,13300
4442,42083.3,13366.7
4443,42083.3,13450
4444,42083.3,13500
4445,42083.3,13550
4446,42083.3,13916.7
4447,42083.3,14200
4448,42083.3,14383.3
4449,42083.3,14566.7
4450,42083.3,14650
4451,42100,11800
4452,42100,11825
4453,42100,12166.7
4454,42100,12450
4455,42100,12500
4456,42100,12583.3
4457,42100,12833.3
4458,42100,12900
4459,42100,13033.3
4460,42100,13083.3
4461,42100,13150
4462,42100,13200
4463,42100,13216.7
4464,42100,13233.3
4465,42100,13383.3
4466,42100,13433.3
4467,42100,13733.3
4468,42100,13816.7
4469,42100,13866.7
4470,42100,14316.7
4471,42100,14350
4472,42100,14383.3
4473,42116.7,11794.4
4474,42116.7,12033.3
4475,42116.7,12150
4476,42116.7,12500
4477,42116.7,12766.7
4478,42116.7,13050
4479,42116.7,13216.7
4480,42116.7,13266.7
4481,42116.7,13333.3
4482,42116.7,13500
4483,42116.7,13683.3
4484,42116.7,13800
4485,42116.7,13833.3
4486,42116.7,13883.3
4487,42116.7,14033.3
4488,42116.7,14233.3
4489,42116.7,14300
4490,42116.7,14333.3
4491,42116.7,14566.7
4492,42116.7,14616.7
4493,42116.7,14700
4494,42116.7,15516.7
4495,42125,11769.4
4496,42133.3,11783.3
4497,42133.3,12083.3
4498,42133.3,12116.7
4499,42133.3,12133.3
4500,42133.3,12383.3
4501,42133.3,12500
4502,42133.3,12533.3
4503,42133.3,12583.3
4504,42133.3,12783.3
4505,42133.3,12800
4506,42133.3,12916.7
4507,42133.3,12933.3
4508,42133.3,13000
4509,42133.3,13016.7
4510,42133.3,13033.3
4511,42133.3,13100
4512,42133.3,13116.7
4513,42133.3,13333.3
4514,42133.3,13516.7
4515,42133.3,13733.3
4516,42133.3,14483.3
4517,42133.3,14583.3
4518,42141.7,11758.3
4519,42150,11900
4520,42150,11933.3
4521,42150,12016.7
4522,42150,12116.7
4523,42150,12250
4524,42150,12650
4525,42150,12683.3
4526,42150,12966.7
4527,42150,12983.3
4528,42150,13000
4529,42150,13033.3
4530,42150,13066.7
4531,42150,13100
4532,42150,13216.7
4533,42150,13250
4534,42150,13283.3
4535,42150,13666.7
4536,42150,13733.3
4537,42150,14000
4538,42150,14183.3
4539,42150,14333.3
4540,42150,14383.3
4541,42150,14483.3
4542,42150,14566.7
4543,42150,14583.3
4544,42166.7,11916.7
4545,42166.7,12133.3
4546,42166.7,12200
4547,42166.7,12433.3
4548,42166.7,12583.3
4549,42166.7,12700
4550,42166.7,12716.7
4551,42166.7,12783.3
4552,42166.7,12816.7
4553,42166.7,12833.3
4554,42166.7,13033.3
4555,42166.7,13050
4556,42166.7,13183.3
4557,42166.7,13200
4558,42166.7,13250
4559,42166.7,13300
4560,42166.7,13516.7
4561,42166.7,13666.7
4562,42166.7,13716.7
4563,42166.7,13833.3
4564,42166.7,13950
4565,42166.7,14016.7
4566,42166.7,14316.7
4567,42166.7,14383.3
4568,42166.7,14400
4569,42166.7,14500
4570,42183.3,12733.3
4571,42183.3,13000
4572,42183.3,13083.3
4573,42183.3,13266.7
4574,42183.3,13600
4575,42183.3,13666.7
4576,42183.3,13683.3
4577,42183.3,13766.7
4578,42183.3,13833.3
4579,42183.3,13966.7
4580,42183.3,14183.3
4581,42183.3,14216.7
4582,42183.3,14383.3
4583,42183.3,14533.3
4584,42200,11716.7
4585,42200,12300
4586,42200,12400
4587,42200,12483.3
4588,42200,12583.3
4589,42200,12716.7
4590,42200,12833.3
4591,42200,12883.3
4592,42200,13000
4593,42200,13066.7
4594,42200,13116.7
4595,42200,13133.3
4596,42200,13150
4597,42200,13166.7
4598,42200,13183.3
4599,42200,13216.7
4600,42200,13233.3
4601,42200,13250
4602,42200,13266.7
4603,42200,13516.7
4604,42200,13583.3
4605,42200,13633.3
4606,42200,13816.7
4607,42200,14183.3
4608,42200,14366.7
4609,42200,14400
4610,42200,14416.7
4611,42200,14433.3
4612,42216.7,11700
4613,42216.7,12016.7
4614,42216.7,12083.3
4615,42216.7,12200
4616,42216.7,12416.7
4617,42216.7,12716.7
4618,42216.7,12750
4619,42216.7,12766.7
4620,42216.7,12800
4621,42216.7,12950
4622,42216.7,12966.7
4623,42216.7,13033.3
4624,42216.7,13083.3
4625,42216.7,13100
4626,42216.7,13116.7
4627,42216.7,13166.7
4628,42216.7,13183.3
4629,42216.7,13200
4630,42216.7,13766.7
4631,42216.7,13883.3
4632,42216.7,13900
4633,42216.7,13950
4634,42216.7,14000
4635,42216.7,14150
4636,42216.7,14200
4637,42216.7,14233.3
4638,42216.7,14283.3
4639,42216.7,14416.7
4640,42216.7,14433.3
4641,42233.3,12216.7
4642,42233.3,12350
4643,42233.3,12433.3
4644,42233.3,12533.3
4645,42233.3,12600
4646,42233.3,12616.7
4647,42233.3,12733.3
4648,42233.3,12800
4649,42233.3,12850
4650,42233.3,12933.3
4651,42233.3,13016.7
4652,42233.3,13033.3
4653,42233.3,13066.7
4654,42233.3,13083.3
4655,42233.3,13133.3
4656,42233.3,13150
4657,42233.3,13166.7
4658,42233.3,13183.3
4659,42233.3,13483.3
4660,42233.3,13533.3
4661,42233.3,13566.7
4662,42233.3,13600
4663,42233.3,13650
4664,42233.3,13666.7
4665,42233.3,13700
4666,42233.3,13733.3
4667,42233.3,13866.7
4668,42233.3,13900
4669,42233.3,13933.3
4670,42233.3,13983.3
4671,42233.3,14033.3
4672,42233.3,14350
4673,42233.3,14383.3
4674,42233.3,14416.7
4675,42250,11750
4676,42250,12066.7
4677,42250,12183.3
4678,42250,12366.7
4679,42250,12566.7
4680,42250,12600
4681,42250,12683.3
4682,42250,12700
4683,42250,12716.7
4684,42250,12750
4685,42250,12800
4686,42250,12816.7
4687,42250,12833.3
4688,42250,12883.3
4689,42250,12966.7
4690,42250,13000
4691,42250,13066.7
4692,42250,13116.7
4693,42250,13133.3
4694,42250,13383.3
4695,42250,13500
4696,42250,13533.3
4697,42250,13566.7
4698,42250,13583.3
4699,42250,13600
4700,42250,13633.3
4701,42250,13650
4702,42250,14016.7
4703,42250,14050
4704,42250,14083.3
4705,42250,14133.3
